overview,Action,Romance,Science Fiction,Thriller,War,Western
"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",0,0,0,1,0,0
"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",0,1,0,0,0,0
"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",0,1,0,1,0,0
"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",1,0,0,1,0,0
"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",0,0,0,1,0,0
"At the age of 20, Martin leaves his home town and comes to Paris, where he fortunately becomes a model by chance. He meets Alice, his brother's friend, and falls in love with her. They start a passionate relationship, although Martin remains very mysterious about his past and the reasons why he left his family. But when Alice tells him she's pregnant, he is suddenly almost driven to madness, as his past comes back to his mind. Alice will now do anything she can to help him",0,1,0,0,0,0
"Not long after moving into her own place, Maggie finds herself with two unsolicited roommates: her recently divorced mother, Lila, and her young brother. The timing is especially bad, considering Maggie has fallen hard for an attractive woman, Kim, only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation, and Maggie is not open to sharing that information.",0,1,0,0,0,0
An impoverished Italian nobleman (Rudolph Valentino) takes a job with a New York antique dealer and falls in love with the secretary. Complications arise when he makes a date with the antique dealer's wife who mysteriously is murdered at the appointed meeting place.,0,1,0,0,0,0
"Sarah Taylor, a police psychologist, meets a mysterious and seductive young man, Tony Ramirez, and falls in love with him. As a cause of this relationship, she changes her personality when she begins to receive anonymous telephone calls.",0,1,0,1,0,0
"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently murdered millionaire is chosen. His wife and accountant, the murderers, are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",0,1,0,0,0,0
"Three stories adapted from the work of Edgar Allen Poe:  1) A man and his daughter are reunited, but the blame for the death of his wife hangs over them, unresolved.  2) A derelict challenges the local wine-tasting champion to a competition, but finds the man's attention to his wife worthy of more dramatic action.  3) A man dying and in great pain agrees to be hypnotized at the moment of death, with unexpected consequences.",0,0,0,1,0,0
"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",0,0,0,1,0,0
"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile, anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",1,0,0,1,0,0
"Damien Thorn (Sam Neill) has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to England, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",0,0,0,1,0,0
"The Griswalds win a vacation to Europe on a game show, and thus pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",0,1,0,0,0,0
"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",0,1,0,0,0,0
"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",0,1,0,0,0,0
"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",0,1,0,0,0,0
"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",1,1,0,1,0,0
Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,0,0,0,1,0,0
